"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"8:16:20.5261879 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\AppEvent.Evt","SUCCESS","Offset: 108,736, Length: 40"
"8:16:20.5294063 PM","services.exe","680","RegCreateKey","HKLM\System\CurrentControlSet\Control\Class\{8ECC055D-047F-11D1-A537-0000F8753ED1}\0000","SUCCESS","Desired Access: All Access"
"8:16:20.5298664 PM","services.exe","680","RegSetValue","HKLM\System\CurrentControlSet\Enum\Root\LEGACY_WSCSVC\0000\Driver","SUCCESS","Type: REG_SZ, Length: 88, Data: {8ECC055D-047F-11D1-A537-0000F8753ED1}\0000"
"8:16:20.5305105 PM","services.exe","680","RegDeleteKey","HKLM\System\CurrentControlSet\Control\Class\{8ECC055D-047F-11D1-A537-0000F8753ED1}\0000","SUCCESS",""
"8:16:20.5322125 PM","services.exe","680","RegCreateKey","HKLM\System\CurrentControlSet\Services\wscsvc\Enum","SUCCESS","Desired Access: All Access"
"8:16:20.5323625 PM","services.exe","680","RegDeleteValue","HKLM\System\CurrentControlSet\Services\wscsvc\Enum\0","SUCCESS",""
"8:16:20.5324003 PM","services.exe","680","RegSetValue","HKLM\System\CurrentControlSet\Services\wscsvc\Enum\Count","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"8:16:20.5324176 PM","services.exe","680","RegSetValue","HKLM\System\CurrentControlSet\Services\wscsvc\Enum\NextInstance","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"8:16:20.5399351 PM","services.exe","680","RegDeleteKey","HKLM\System\CurrentControlSet\Enum\Root\LEGACY_WSCSVC\0000","CANNOT DELETE",""
"8:16:20.5401430 PM","services.exe","680","RegDeleteKey","HKLM\System\CurrentControlSet\Enum\Root\LEGACY_WSCSVC\0000\Control","SUCCESS",""
"8:16:20.5402799 PM","services.exe","680","RegDeleteKey","HKLM\System\CurrentControlSet\Enum\Root\LEGACY_WSCSVC\0000","SUCCESS",""
"8:16:20.5409165 PM","services.exe","680","RegDeleteKey","HKLM\System\CurrentControlSet\Enum\Root\LEGACY_WSCSVC","SUCCESS",""
"8:16:20.5685031 PM","services.exe","680","RegDeleteKey","HKLM\System\CurrentControlSet\Services\wscsvc\Parameters","SUCCESS",""
"8:16:20.5685678 PM","services.exe","680","RegDeleteKey","HKLM\System\CurrentControlSet\Services\wscsvc\Security","SUCCESS",""
"8:16:20.5686189 PM","services.exe","680","RegDeleteKey","HKLM\System\CurrentControlSet\Services\wscsvc\Enum","SUCCESS",""
"8:16:20.5686567 PM","services.exe","680","RegDeleteKey","HKLM\System\CurrentControlSet\Services\wscsvc","SUCCESS",""
"8:16:20.6059803 PM","svchost.exe","1032","RegCreateKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders","SUCCESS","Desired Access: Maximum Allowed"
"8:16:20.6083194 PM","wscntfy.exe","4052","RegCreateKey","HKLM\SOFTWARE\Microsoft\Cryptography\RNG","SUCCESS","Desired Access: Set Value"
"8:16:20.6097210 PM","wscntfy.exe","4052","RegCreateKey","HKLM\SOFTWARE\Microsoft\Cryptography\RNG","SUCCESS","Desired Access: Set Value"
"8:16:20.6099735 PM","wscntfy.exe","4052","RegCreateKey","HKLM\SOFTWARE\Microsoft\Cryptography\RNG","SUCCESS","Desired Access: Set Value"
"8:16:20.6104097 PM","svchost.exe","1032","RegCreateKey","HKCU\Software\Microsoft\Windows NT\CurrentVersion\Winlogon","SUCCESS","Desired Access: Read/Write"
"8:16:20.6107682 PM","wscntfy.exe","4052","RegCreateKey","HKLM\SOFTWARE\Microsoft\Cryptography\RNG","SUCCESS","Desired Access: Set Value"
"8:16:20.6108568 PM","wscntfy.exe","4052","RegCreateKey","HKLM\SOFTWARE\Microsoft\Cryptography\RNG","SUCCESS","Desired Access: Set Value"
"8:16:20.6109313 PM","wscntfy.exe","4052","RegCreateKey","HKLM\SOFTWARE\Microsoft\Cryptography\RNG","SUCCESS","Desired Access: Set Value"
"8:16:20.6111745 PM","wscntfy.exe","4052","RegCreateKey","HKLM\SOFTWARE\Microsoft\Cryptography\RNG","SUCCESS","Desired Access: Set Value"
"8:16:20.6112543 PM","wscntfy.exe","4052","RegCreateKey","HKLM\SOFTWARE\Microsoft\Cryptography\RNG","SUCCESS","Desired Access: Set Value"
"8:16:20.6125169 PM","wscntfy.exe","4052","Process Exit","","SUCCESS","Exit Status: 1, User Time: 0.0156250 seconds, Kernel Time: 0.0625000 seconds, Private Bytes: 446,464, Peak Private Bytes: 450,560, Working Set: 1,503,232, Peak Working Set: 1,515,520"
"8:16:20.6158882 PM","svchost.exe","1032","RegCreateKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","Desired Access: Maximum Allowed"
"8:16:20.6159110 PM","svchost.exe","1032","RegSetValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\AppData","SUCCESS","Type: REG_SZ, Length: 114, Data: C:\Documents and Settings\Administrator\Application Data"
"8:16:20.6162047 PM","svchost.exe","1032","RegCreateKey","HKLM\Software\Microsoft\RAS AutoDial","SUCCESS","Desired Access: Read, Create Sub Key"
"8:16:20.6162251 PM","svchost.exe","1032","RegCreateKey","HKLM\SOFTWARE\Microsoft\RAS AutoDial\Default","SUCCESS","Desired Access: Read"
"8:16:20.6366396 PM","svchost.exe","1032","CreateFile","C:\WINDOWS\system32\wbem\Logs\wbemess.log","SUCCESS","Desired Access: Generic Write, Read Attributes, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: NNCI, ShareMode: Read, Delete, AllocationSize: 0, OpenResult: Opened"
"8:16:20.6372002 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Logs\wbemess.log","SUCCESS","Offset: 38,243, Length: 98"
"8:16:20.6376274 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\SysEvent.Evt","SUCCESS","Offset: 159,972, Length: 180"
"8:16:20.6377469 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\SysEvent.Evt","SUCCESS","Offset: 160,152, Length: 40"
"8:16:20.8494436 PM","hehda.exe","2520","TCP Reconnect","localhost:1244 -> localhost:http","SUCCESS","Length: 0"
"8:16:20.8495702 PM","hehda.exe","2520","TCP Disconnect","localhost:1244 -> localhost:http","SUCCESS","Length: 0"
"8:16:21.0672902 PM","hehda.exe","2520","TCP Reconnect","localhost:1247 -> localhost:http","SUCCESS","Length: 0"
"8:16:21.0673025 PM","hehda.exe","2520","TCP Reconnect","localhost:1249 -> localhost:http","SUCCESS","Length: 0"
"8:16:21.0673615 PM","hehda.exe","2520","TCP Disconnect","localhost:1247 -> localhost:http","SUCCESS","Length: 0"
"8:16:21.0673657 PM","hehda.exe","2520","TCP Disconnect","localhost:1249 -> localhost:http","SUCCESS","Length: 0"
"8:16:21.0729646 PM","hehda.exe","2520","Process Create","C:\WINDOWS\system32\cmd.exe","SUCCESS","PID: 3444, Command line: ""C:\WINDOWS\system32\cmd.exe"""
"8:16:21.0729669 PM","cmd.exe","3444","Process Start","","SUCCESS","Parent PID: 2520"
"8:16:21.0734074 PM","hehda.exe","2520","CreateFile","C:\Documents and Settings\Administrator\Desktop\hehda.exe","SUCCESS","Desired Access: Delete, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:16:21.0762068 PM","hehda.exe","2520","Process Exit","","SUCCESS","Exit Status: 0, User Time: 3.5000000 seconds, Kernel Time: 0.0937500 seconds, Private Bytes: 1,036,288, Peak Private Bytes: 3,268,608, Working Set: 2,650,112, Peak Working Set: 2,715,648"
"8:16:21.0940553 PM","svchost.exe","1092","UDP Send","VM-XP-Test.home:1039 -> Verizon_router.home:domain","SUCCESS","Length: 43"
"8:16:21.0944337 PM","svchost.exe","1092","UDP Send","VM-XP-Test.home:1252 -> Verizon_router.home:domain","SUCCESS","Length: 44"
"8:16:21.0985290 PM","svchost.exe","1092","UDP Receive","VM-XP-Test.home:1039 -> Verizon_router.home:domain","SUCCESS","Length: 66"
"8:16:21.1473025 PM","svchost.exe","1092","UDP Receive","VM-XP-Test.home:1252 -> Verizon_router.home:domain","SUCCESS","Length: 103"
"8:16:21.1821811 PM","cmd.exe","3444","RegCreateKey","HKLM\SOFTWARE\Microsoft\Cryptography\RNG","SUCCESS","Desired Access: Set Value"
"8:16:21.1830766 PM","cmd.exe","3444","RegCreateKey","HKCU\Software\Microsoft\Multimedia\Audio","SUCCESS","Desired Access: Write, Query Value"
"8:16:21.1866686 PM","cmd.exe","3444","RegCreateKey","HKCU\Software\Microsoft\Multimedia\Audio Compression Manager","SUCCESS","Desired Access: Write"
"8:16:21.1867330 PM","cmd.exe","3444","RegCreateKey","HKCU\Software\Microsoft\Multimedia\Audio Compression Manager\MSACM","SUCCESS","Desired Access: Read/Write"
"8:16:21.1869400 PM","cmd.exe","3444","RegCreateKey","HKCU\Software\Microsoft\Multimedia\Audio Compression Manager","SUCCESS","Desired Access: Write"
"8:16:21.1869745 PM","cmd.exe","3444","RegCreateKey","HKCU\Software\Microsoft\Multimedia\Audio Compression Manager\Priority v4.00","SUCCESS","Desired Access: Read/Write"
"8:16:21.3957168 PM","svchost.exe","1092","UDP Send","VM-XP-Test.home:1227 -> Verizon_router.home:domain","SUCCESS","Length: 44"
"8:16:21.4272560 PM","services.exe","680","UDP Send","VM-XP-Test.home:1251 -> 190.254.253.254:16471","SUCCESS","Length: 16"
"8:16:21.8357702 PM","hasplms.exe","440","UDP Receive","255.255.255.255:1947 -> VM-XP-Test.home:1040","SUCCESS","Length: 40"
"8:16:21.8359990 PM","hasplms.exe","440","UDP Send","VM-XP-Test.home:1040 -> 255.255.255.255:1947","SUCCESS","Length: 40"
"8:16:21.8367318 PM","svchost.exe","1092","UDP Send","VM-XP-Test.home:1039 -> Verizon_router.home:domain","SUCCESS","Length: 46"
"8:16:21.8766628 PM","svchost.exe","1092","UDP Receive","VM-XP-Test.home:1039 -> Verizon_router.home:domain","SUCCESS","Length: 46"
"8:16:22.2149834 PM","cmd.exe","3444","SetDispositionInformationFile","C:\Documents and Settings\Administrator\Desktop\hehda.exe","SUCCESS","Delete: True"
"8:16:22.2172112 PM","cmd.exe","3444","Process Exit","","SUCCESS","Exit Status: -1, User Time: 0.0156250 seconds, Kernel Time: 0.0312500 seconds, Private Bytes: 884,736, Peak Private Bytes: 1,941,504, Working Set: 1,994,752, Peak Working Set: 2,015,232"
"8:16:22.2829067 PM","svchost.exe","1032","UDP Receive","VM-XP-Test.home:1242 -> Verizon_router.home:1900","SUCCESS","Length: 391"
"8:16:22.2830179 PM","svchost.exe","1032","UDP Receive","VM-XP-Test.home:1242 -> Verizon_router.home:1900","SUCCESS","Length: 391"
"8:16:22.2832982 PM","svchost.exe","1032","UDP Receive","VM-XP-Test.home:1242 -> Verizon_router.home:1900","SUCCESS","Length: 391"
"8:16:22.2846390 PM","svchost.exe","1092","UDP Send","VM-XP-Test.home:1039 -> Verizon_router.home:domain","SUCCESS","Length: 46"
"8:16:22.3039127 PM","svchost.exe","1092","UDP Receive","VM-XP-Test.home:1039 -> Verizon_router.home:domain","SUCCESS","Length: 105"
"8:16:22.3767306 PM","svchost.exe","1032","UDP Receive","localhost:1253 -> localhost:1253","SUCCESS","Length: 1"
"8:16:22.3767330 PM","svchost.exe","1032","UDP Send","localhost:1253 -> localhost:1253","SUCCESS","Length: 1"
"8:16:22.3793215 PM","svchost.exe","1032","TCP Send","VM-XP-Test.home:1254 -> Verizon_router.home:2555","SUCCESS","Length: 258"
"8:16:22.3809680 PM","svchost.exe","1032","UDP Receive","localhost:1253 -> localhost:1253","SUCCESS","Length: 1"
"8:16:22.3809699 PM","svchost.exe","1032","UDP Send","localhost:1253 -> localhost:1253","SUCCESS","Length: 1"
"8:16:22.3859371 PM","svchost.exe","1032","TCP Receive","VM-XP-Test.home:1254 -> Verizon_router.home:2555","SUCCESS","Length: 1460"
"8:16:22.3860537 PM","svchost.exe","1032","TCP Receive","VM-XP-Test.home:1254 -> Verizon_router.home:2555","SUCCESS","Length: 1460"
"8:16:22.3863926 PM","svchost.exe","1032","UDP Receive","localhost:1253 -> localhost:1253","SUCCESS","Length: 1"
"8:16:22.3863933 PM","svchost.exe","1032","UDP Send","localhost:1253 -> localhost:1253","SUCCESS","Length: 1"
"8:16:22.3868919 PM","svchost.exe","1032","TCP Receive","VM-XP-Test.home:1254 -> Verizon_router.home:2555","SUCCESS","Length: 1460"
"8:16:22.3869861 PM","svchost.exe","1032","TCP Receive","VM-XP-Test.home:1254 -> Verizon_router.home:2555","SUCCESS","Length: 1460"
"8:16:22.3871104 PM","svchost.exe","1032","TCP Receive","VM-XP-Test.home:1254 -> Verizon_router.home:2555","SUCCESS","Length: 1460"
"8:16:22.3872259 PM","svchost.exe","1032","UDP Receive","localhost:1253 -> localhost:1253","SUCCESS","Length: 1"
"8:16:22.3872280 PM","svchost.exe","1032","UDP Send","localhost:1253 -> localhost:1253","SUCCESS","Length: 1"
"8:16:22.3876082 PM","svchost.exe","1032","TCP Receive","VM-XP-Test.home:1254 -> Verizon_router.home:2555","SUCCESS","Length: 1460"
"8:16:22.3877012 PM","svchost.exe","1032","TCP Receive","VM-XP-Test.home:1254 -> Verizon_router.home:2555","SUCCESS","Length: 1460"
"8:16:22.3877343 PM","svchost.exe","1032","UDP Receive","localhost:1253 -> localhost:1253","SUCCESS","Length: 1"
"8:16:22.3877571 PM","svchost.exe","1032","UDP Send","localhost:1253 -> localhost:1253","SUCCESS","Length: 1"
"8:16:22.3877718 PM","svchost.exe","1032","TCP Receive","VM-XP-Test.home:1254 -> Verizon_router.home:2555","SUCCESS","Length: 1460"
"8:16:22.3880866 PM","svchost.exe","1032","UDP Receive","localhost:1253 -> localhost:1253","SUCCESS","Length: 1"
"8:16:22.3880878 PM","svchost.exe","1032","UDP Send","localhost:1253 -> localhost:1253","SUCCESS","Length: 1"
"8:16:22.3883603 PM","svchost.exe","1032","TCP Receive","VM-XP-Test.home:1254 -> Verizon_router.home:2555","SUCCESS","Length: 1460"
"8:16:22.3884665 PM","svchost.exe","1032","TCP Receive","VM-XP-Test.home:1254 -> Verizon_router.home:2555","SUCCESS","Length: 1460"
"8:16:22.3885799 PM","svchost.exe","1032","TCP Receive","VM-XP-Test.home:1254 -> Verizon_router.home:2555","SUCCESS","Length: 1460"
"8:16:22.3890693 PM","svchost.exe","1032","TCP Receive","VM-XP-Test.home:1254 -> Verizon_router.home:2555","SUCCESS","Length: 863"
"8:16:22.3898192 PM","svchost.exe","1032","UDP Receive","localhost:1253 -> localhost:1253","SUCCESS","Length: 1"
"8:16:22.3898206 PM","svchost.exe","1032","UDP Send","localhost:1253 -> localhost:1253","SUCCESS","Length: 1"
"8:16:22.3942114 PM","svchost.exe","1032","TCP Disconnect","VM-XP-Test.home:1254 -> Verizon_router.home:2555","SUCCESS","Length: 0"
"8:16:22.4233504 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files","SUCCESS","Desired Access: Write Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:16:22.4270318 PM","services.exe","680","UDP Send","VM-XP-Test.home:1251 -> 182.254.253.254:16471","SUCCESS","Length: 16"
"8:16:22.4327971 PM","svchost.exe","1092","UDP Send","VM-XP-Test.home:1039 -> Verizon_router.home:domain","SUCCESS","Length: 46"
"8:16:22.4374971 PM","svchost.exe","1032","RegSetValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\Cache\Paths\Directory","SUCCESS","Type: REG_SZ, Length: 186, Data: C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5"
"8:16:22.4382822 PM","svchost.exe","1032","RegSetValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\Cache\Paths\Paths","SUCCESS","Type: REG_DWORD, Length: 4, Data: 4"
"8:16:22.4382935 PM","svchost.exe","1032","RegSetValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\Cache\Paths\path1\CachePath","SUCCESS","Type: REG_SZ, Length: 200, Data: C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\Cache1"
"8:16:22.4386399 PM","svchost.exe","1032","RegSetValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\Cache\Paths\path2\CachePath","SUCCESS","Type: REG_SZ, Length: 200, Data: C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\Cache2"
"8:16:22.4386633 PM","svchost.exe","1032","RegSetValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\Cache\Paths\path3\CachePath","SUCCESS","Type: REG_SZ, Length: 200, Data: C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\Cache3"
"8:16:22.4386806 PM","svchost.exe","1032","RegSetValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\Cache\Paths\path4\CachePath","SUCCESS","Type: REG_SZ, Length: 200, Data: C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\Cache4"
"8:16:22.4386908 PM","svchost.exe","1032","RegSetValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\Cache\Paths\path1\CacheLimit","SUCCESS","Type: REG_DWORD, Length: 4, Data: 327603"
"8:16:22.4386958 PM","svchost.exe","1032","RegSetValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\Cache\Paths\path2\CacheLimit","SUCCESS","Type: REG_DWORD, Length: 4, Data: 327603"
"8:16:22.4387003 PM","svchost.exe","1032","RegSetValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\Cache\Paths\path3\CacheLimit","SUCCESS","Type: REG_DWORD, Length: 4, Data: 327603"
"8:16:22.4387043 PM","svchost.exe","1032","RegSetValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\Cache\Paths\path4\CacheLimit","SUCCESS","Type: REG_DWORD, Length: 4, Data: 327603"
"8:16:22.4413107 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Local Settings\History","SUCCESS","Desired Access: Write Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:16:22.4560109 PM","svchost.exe","1032","QuerySizeInformationVolume","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5","SUCCESS","TotalAllocationUnits: 10,483,297, AvailableAllocationUnits: 9,007,266, SectorsPerAllocationUnit: 8, BytesPerSector: 512"
"8:16:22.4561620 PM","svchost.exe","1032","QuerySizeInformationVolume","C:\","SUCCESS","TotalAllocationUnits: 10,483,297, AvailableAllocationUnits: 9,007,266, SectorsPerAllocationUnit: 8, BytesPerSector: 512"
"8:16:22.4563121 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5","SUCCESS","Desired Access: Write Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:16:22.4567050 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\index.dat","SUCCESS","Desired Access: Generic Read/Write, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Non-Directory File, Random Access, Attributes: n/a, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Created"
"8:16:22.4573596 PM","svchost.exe","1032","SetAllInformationFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\index.dat","SUCCESS","AllocationSize: 16,384"
"8:16:22.4580605 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\index.dat","SUCCESS","Desired Access: Generic Read/Write, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Non-Directory File, Random Access, Attributes: n/a, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Opened"
"8:16:22.4595313 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5","SUCCESS","Desired Access: Write Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:16:22.4667282 PM","svchost.exe","1092","UDP Receive","VM-XP-Test.home:1039 -> Verizon_router.home:domain","SUCCESS","Length: 46"
"8:16:22.4702679 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\C7S1Y1S5","SUCCESS","Desired Access: Write Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:16:22.4707664 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\C7S1Y1S5","SUCCESS","Desired Access: Write Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:16:22.4712518 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\C7S1Y1S5\desktop.ini","SUCCESS","Desired Access: Generic Read/Write, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: 0, OpenResult: Created"
"8:16:22.4723887 PM","svchost.exe","1032","WriteFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\C7S1Y1S5\desktop.ini","SUCCESS","Offset: 0, Length: 67"
"8:16:22.4740664 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\C7S1Y1S5\desktop.ini","SUCCESS","Desired Access: Write Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:16:22.4753390 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\MNSPC5SB","SUCCESS","Desired Access: Write Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:16:22.4757682 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\MNSPC5SB","SUCCESS","Desired Access: Write Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:16:22.4761452 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\MNSPC5SB\desktop.ini","SUCCESS","Desired Access: Generic Read/Write, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: 0, OpenResult: Created"
"8:16:22.4768393 PM","svchost.exe","1032","WriteFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\MNSPC5SB\desktop.ini","SUCCESS","Offset: 0, Length: 67"
"8:16:22.4774292 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\MNSPC5SB\desktop.ini","SUCCESS","Desired Access: Write Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:16:22.4786394 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\WLSD0X4N","SUCCESS","Desired Access: Write Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:16:22.4789646 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\WLSD0X4N","SUCCESS","Desired Access: Write Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:16:22.4793278 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\WLSD0X4N\desktop.ini","SUCCESS","Desired Access: Generic Read/Write, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: 0, OpenResult: Created"
"8:16:22.4804107 PM","svchost.exe","1032","WriteFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\WLSD0X4N\desktop.ini","SUCCESS","Offset: 0, Length: 67"
"8:16:22.4811360 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\WLSD0X4N\desktop.ini","SUCCESS","Desired Access: Write Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:16:22.4818510 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\KBC5ABCF","SUCCESS","Desired Access: Write Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:16:22.4821866 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\KBC5ABCF","SUCCESS","Desired Access: Write Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:16:22.4827089 PM","svchost.exe","1032","CreateFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\KBC5ABCF\desktop.ini","SUCCESS","Desired Access: Generic Read/Write, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: 0, OpenResult: Created"
"8:16:22.4833242 PM","svchost.exe","1032","WriteFile","C:\Documents and Settings\NetworkService\Local Settings\Temporary Internet Files\Content.IE5\KBC5ABCF\desktop.ini","SUCCESS","Offset: 0, Length: 67"
